"","row_names","id","created","contract_time","contract_type","salary_min","salary_max","salary_is_predicted","description","title","company.display_name","company.canonical_name","category.tag","category.label","location.display_name","longitude","latitude","date_queried","available_today","location_coords","day_created"
"2809","308","400813961","2016-06-18",NA,"contract",51850.15,51850.15,"1",". - Automation of this process and moving to operationalise it - Text analytics doing comparisons between different pieces of text to assess similarities - Working with risk <strong>data</strong> <strong>science</strong> teams ...  for proof of concepts - Developing using public API's to support their <strong>data</strong> <strong>science</strong> capability Ideally applicants will have experience of: - Content management - Machine learning - Text ...","Python Developer","AMS Contingent",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-24 00:03:40",FALSE,"-0.139134 51.503378",2016-06-18
"2821","320","395033111","2016-06-03",NA,NA,55000,55000,"0","...  start-up who work within the <strong>data</strong> <strong>science</strong> and wealth management space. The aim of the company is to provide people with a platform that can give you intent wealth advice instead ...","Content Strategist within Fin-tech start up","Selby Jennings",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-24 00:03:40",FALSE,"-0.139134 51.503378",2016-06-03
"2826","325","391716147","2016-05-25","full_time",NA,21605,25023,"0","To support the University of Edinburgh Alan Turing Institute University Liaison Director, Director of the Data Technology Institute and the Director of the Institute for <strong>Data</strong> ...  <strong>Science</strong> Engineering in the fulfilment of their duties, by providing PA/Secretarial, organisational and administrative support. You will be required to use your initiative ...","Administrative Secretary","The University of Edinburgh",NA,"admin-jobs","Admin Jobs","Edinburgh",-3.18754,55.950199,"2016-06-24 00:03:40",FALSE,"-3.18754 55.950199",2016-05-25
"2828","328","390802837","2016-05-22",NA,NA,52885.6,52885.6,"1","...  expect to be working with some of the industry's top professionals in <strong>Data</strong> <strong>Science</strong>, Customer Analytics, and Business ...","Business Intelligence Product Manager","Harnham",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-24 00:03:40",FALSE,"NA NA",2016-05-22
"2829","329","400751988","2016-06-17",NA,"contract",48110.65,48110.65,"1","Data Scientist - Predictive Modelling - <strong>Data</strong> Analyst - <strong>Data</strong> <strong>Science</strong> I am currently recruiting for an excellent contract role on behalf of my market leading client. The project ...","Data Analyst/Scientist - Predictive Modelling","Mortimer Spinks",NA,"it-jobs","IT Jobs","South East London, London",-0.02806,51.451818,"2016-06-24 00:03:40",FALSE,"-0.02806 51.451818",2016-06-17
"2830","330","400987623","2016-06-18",NA,NA,45000,45000,"0","Job title: Lead Architect Corporate title: VP Division: : COO – Chief <strong>Data</strong> Office – <strong>Data</strong> <strong>Science</strong> &amp; Innovation Location: London Role Description - Summary: Part of the Chief ...","Lead Architect","Deutsche Bank","Deutsche Bank","accounting-finance-jobs","Accounting & Finance Jobs","London, UK",-0.139134,51.503378,"2016-06-24 00:03:40",FALSE,"-0.139134 51.503378",2016-06-18
"2832","332","399805355","2016-06-15",NA,NA,51472.37,51472.37,"1","...  are looking to expand their analytics team with <strong>Data</strong> <strong>Science</strong> at the heart of driving the company forward. Providing key platforms for their clients, ensuring they have an effective online ...","Data Scientist - Technology - eCommerce","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","UK",NA,NA,"2016-06-24 00:03:40",FALSE,"NA NA",2016-06-15
"2835","335","402801562","2016-06-23",NA,NA,57380.06,57380.06,"1","...  to expand their analytics team with <strong>Data</strong> <strong>Science</strong> at the heart of driving the company forward. The data will cover customer behaviour analytics, product recommender systems in real time ...","Senior Data Scientist - eCommerce","Harnham",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","UK",NA,NA,"2016-06-24 00:03:40",FALSE,"NA NA",2016-06-23
"2836","336","402802341","2016-06-23",NA,NA,52517.54,52517.54,"1","...  of this Tier1 Bank in support of their new Big Data platform This Bank has taken a leadership position implementing '<strong>Data</strong> <strong>Science</strong> as a Service', using <strong>data</strong> to improve and optimise the Customer ...","Hadoop Engineer","TDA Group",NA,"it-jobs","IT Jobs","Lancashire, North West England",-2.613864,53.864322,"2016-06-24 00:03:40",FALSE,"-2.613864 53.864322",2016-06-23
"2837","337","402802413","2016-06-23",NA,NA,50846.93,50846.93,"1","...  in support of their new Big Data platform This Bank has taken a leadership position implementing '<strong>Data</strong> <strong>Science</strong> as a Service', using <strong>data</strong> to improve and optimise the Customer journey ...","Hadoop Administrator","TDA Group",NA,"it-jobs","IT Jobs","Lancashire, North West England",-2.613864,53.864322,"2016-06-24 00:03:40",FALSE,"-2.613864 53.864322",2016-06-23
"2838","338","402802628","2016-06-23",NA,NA,52880.68,52880.68,"1","...  Bank in support of their new Big Data platform This Bank has taken a leadership position implementing '<strong>Data</strong> <strong>Science</strong> as a Service', using <strong>data</strong> to improve and optimise the Customer ...","Senior Hadoop Administrator","TDA Group",NA,"it-jobs","IT Jobs","West Lothian, Scotland",-3.56749,55.898147,"2016-06-24 00:03:40",FALSE,"-3.56749 55.898147",2016-06-23
"2839","339","402801218","2016-06-23",NA,NA,56260.67,56260.67,"1",". In Other words - we're after Big Data Developers Are you familiar with a <strong>Data</strong> <strong>Science</strong> environments and hold experience in any of the following: Oracle 11/12 elasticSearch OrientDB MongoDB ...","Big Data Developers","Executive Recruitment Services",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-24 00:03:40",FALSE,"NA NA",2016-06-23
"2840","340","392885475","2016-05-28",NA,NA,50000,50000,"0","...  versed in a variety of statistical methods and <strong>Data</strong> <strong>Science</strong> techniques (e.g. Machine Learning Algorithms, Data Engineering, working with large data sources, profiling and testing data ...  ourselves as market leaders for all Agile Business Intelligence requirements. <strong>Data</strong> <strong>Science</strong> / <strong>Data</strong> Scientist / Big Data / R / Python / Java / Statistical / Models / Machine Learning ...","Data Scientist","Search BI",NA,"it-jobs","IT Jobs","Oxford, Oxfordshire",-1.25588,51.7523,"2016-06-24 00:03:40",FALSE,"-1.25588 51.7523",2016-05-28
"2841","341","396268470","2016-06-06",NA,"permanent",43172.2,43172.2,"1","...  their <strong>Data</strong> <strong>Science</strong> team we are looking to recruit an experienced Data Scientist (Predictive Modelling). Reporting to the <strong>Data</strong> <strong>Science</strong> Group Lead you will work with a variety of clients ... . Key responsibilities will include:  Take responsibility, either individually or as part of a group, for the delivery of specific pieces of <strong>Data</strong> <strong>Science</strong> work; including sourcing ...","Data Scientist (Predictive Modelling)",NA,NA,"consultancy-jobs","Consultancy Jobs","South West England, UK",NA,NA,"2016-06-24 00:03:40",FALSE,"NA NA",2016-06-06
"2844","344","396338708","2016-06-07",NA,"permanent",23000,33000,"0","...  <strong>data</strong> <strong>science</strong> tasks for other team members; and working with business stakeholders to communicate results, translate insight into action, develop, specify or guide process change ... . The goal of the new Carillion Services Data Analytics team is to work with stakeholders throughout the business to use <strong>data</strong> <strong>science</strong> techniques to identify and deliver business benefits ...","Junior Business/Data Analyst (37084)","Carillion","Carillion","other-general-jobs","Other/General Jobs","Manchester, Greater Manchester",-2.23438,53.480701,"2016-06-24 00:03:40",FALSE,"-2.23438 53.480701",2016-06-07
"2850","350","396147959","2016-06-06",NA,"permanent",47681.31,47681.31,"1","An award winning Software house in the heart of London is expanding their existing <strong>Data</strong> <strong>Science</strong> team to continue to harness and understand mass volumes of data. This is a fast ...","Data Scientist - Marketing Leading Software House",NA,NA,"it-jobs","IT Jobs","London, UK",NA,NA,"2016-06-24 00:03:40",FALSE,"NA NA",2016-06-06
"2858","359","400571648","2016-06-17",NA,NA,65000,65000,"0","...  applications and is having a huge impact on fraud, risk and compliance. <strong>Data</strong> <strong>science</strong> is at the heart of my client's cutting-edge Adaptive Behavioural Analytics technology. You ... ). Providing input into future <strong>data</strong> <strong>science</strong> strategy and product development. Working with development teams to support and enhance the analytical infrastructure. Working with QA teams ...","Data Scientst","Experis Ltd",NA,"it-jobs","IT Jobs","Cambridge, Cambridgeshire",0.131237,52.202499,"2016-06-24 00:03:40",FALSE,"0.131237 52.202499",2016-06-17
"2862","364","400751577","2016-06-17",NA,"permanent",55000,60000,"0","...  experimental design, data visualization and results presentation. The ideal candidate would have scientific programming and <strong>data</strong> <strong>science</strong> experience and have worked for a start-up. Experience ...","Big Data Consultant, Data Technologist, Hadoop, BI Expert","Fruition IT Resources Limited",NA,"it-jobs","IT Jobs","Leeds, West Yorkshire",-1.54912,53.799599,"2016-06-24 00:03:40",FALSE,"-1.54912 53.799599",2016-06-17
"2905","412","396335589","2016-06-07",NA,"permanent",35000,45000,"0","...  their <strong>Data</strong> <strong>Science</strong> team we are looking to recruit an experienced Data Scientist (Predictive Modelling). Reporting to the <strong>Data</strong> <strong>Science</strong> Group Lead you will work with a variety of clients ... . Key responsibilities will include: Take responsibility, either individually or as part of a group, for the delivery of specific pieces of <strong>Data</strong> <strong>Science</strong> work; including sourcing ...","Data Scientist (Predictive Modelling)","Taskmaster",NA,"engineering-jobs","Engineering Jobs","West Wickham, South East London",-0.014667,51.375401,"2016-06-24 00:03:40",FALSE,"-0.014667 51.375401",2016-06-07
"2912","420","398239859","2016-06-10","full_time",NA,55000,75000,"0","My client, a leading Big Data company, with an award winning reputation at the forefront of the global <strong>Data</strong> <strong>Science</strong> community are seeking an outstanding Full Stack JavaScript ...  they do is cutting-edge, and this product will be suitably challenging and demands innovative design and development. This is an exciting position in the emerging areas of <strong>Data</strong> <strong>Science</strong> ...","Full Stack JavaScript Developer",NA,NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-24 00:03:40",FALSE,"-0.139134 51.503378",2016-06-10
"2914","422","392181580","2016-05-26",NA,NA,90000,90000,"0","PRINCIPAL DATA SCIENTIST Principal Data ScientistLondon£90,000 - £95,000  BenefitsOVERVIEWThis is a rare opportunity to join one of the world's leading <strong>Data</strong> <strong>Science</strong> consultancies ... , Mathematica, Modelling, Machine Learning, Algorithmic Development, Algorithm, Hive, PIG, MongoDB, numPy, sciPy, Pandas, <strong>Data</strong> Scientist, <strong>Data</strong> <strong>Science</strong>, Big <strong>Data</strong>, mySQL, noSQL, Insight.","Principal Data Scientist","Harnham",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-24 00:03:40",FALSE,"-0.139134 51.503378",2016-05-26
"2917","427","398618798","2016-06-11","full_time",NA,65000,85000,"0","My client, a technology, machine learning and <strong>data</strong> <strong>science</strong> incubator within a large global consumer blue-chip company, is looking for a Senior Android Developer. This role ...","Senior Android Developer",NA,NA,"consultancy-jobs","Consultancy Jobs","London, UK",-0.139134,51.503378,"2016-06-24 00:03:40",FALSE,"-0.139134 51.503378",2016-06-11
